,0
347,157500.00000000006
348,153999.99999999988
349,437153.99999999977
350,318061.0000000001
351,189999.9999999999
352,95000.00000000001
353,105900.00000000006
354,139999.9999999999
355,177500.00000000015
356,172999.9999999999
357,133999.9999999999
358,130000.00000000009
359,280000.0
360,156000.0
361,145000.00000000012
362,198500.00000000006
363,118000.00000000009
364,189999.9999999999
365,146999.99999999988
366,158999.99999999997
367,165000.00000000015
368,131999.9999999999
369,162000.00000000012
370,172400.00000000012
371,134432.00000000003
372,124999.9999999999
373,123000.00000000009
374,219500.00000000012
375,60999.999999999956
376,148000.00000000015
377,339999.99999999994
378,394432.00000000006
379,178999.99999999994
380,126999.99999999991
381,187749.9999999999
382,213499.99999999994
383,76000.0
384,240000.00000000003
385,191999.99999999997
386,81000.00000000007
387,124999.9999999999
388,191000.00000000015
389,426000.0000000002
390,118999.99999999993
391,215000.0
392,106499.99999999996
393,100000.00000000004
394,109000.0
395,129000.0000000001
396,123000.00000000009
397,169499.99999999985
398,67000.0
399,241000.00000000003
400,245499.99999999988
401,164989.99999999988
402,108000.00000000001
403,258000.00000000015
404,167999.9999999999
405,150000.00000000006
406,114999.99999999991
407,177000.00000000006
408,280000.0
409,339749.9999999999
410,60000.000000000015
411,145000.00000000012
412,221999.99999999983
413,114999.99999999991
414,228000.00000000003
415,181134.00000000003
416,149500.00000000012
417,239000.00000000003
418,125999.99999999993
419,142000.0
420,206299.99999999988
421,215000.0
422,112999.99999999993
423,315000.0000000002
424,139000.00000000003
425,134999.99999999997
426,275000.0000000002
427,109008.00000000007
428,195400.0
429,175000.00000000012
430,85399.99999999996
431,79899.99999999997
432,122499.99999999996
433,181000.00000000006
434,81000.00000000007
435,212000.00000000017
436,116000.0000000001
437,118999.99999999993
438,90349.99999999994
439,109999.99999999991
440,555000.0000000002
441,118000.00000000009
442,162900.0000000001
443,172499.99999999985
444,210000.0
445,127500.00000000001
446,189999.9999999999
447,199899.99999999997
448,119500.00000000009
449,120000.00000000004
450,109999.99999999991
451,280000.0
452,203999.99999999985
453,210000.0
454,188000.00000000012
455,175500.0
456,98000.00000000003
457,255999.99999999985
458,161000.00000000006
459,109999.99999999991
460,263434.99999999994
461,155000.00000000012
462,62383.000000000044
463,188699.99999999988
464,124000.00000000007
465,178739.99999999997
466,167000.0000000001
467,146500.00000000006
468,249999.9999999998
469,187000.00000000012
470,212000.00000000017
471,189999.9999999999
472,148000.00000000015
473,440000.0000000002
474,250999.99999999988
475,132499.9999999999
476,208900.00000000017
477,379999.9999999999
478,297000.0000000002
479,89471.00000000004
480,326000.0
481,373999.99999999977
482,155000.00000000012
483,163999.99999999988
484,132499.9999999999
485,146999.99999999988
486,156000.0
487,175000.00000000012
488,159999.99999999997
489,86000.00000000001
490,114999.99999999991
491,133000.00000000012
492,172785.00000000015
493,155000.00000000012
494,91299.99999999996
495,34899.99999999998
496,430000.00000000023
497,184000.00000000015
498,130000.00000000009
499,120000.00000000004
500,112999.99999999993
501,226700.0000000002
502,139999.9999999999
503,288999.9999999999
504,146999.99999999988
505,124500.00000000003
506,215000.0
507,208300.00000000003
508,161000.00000000006
509,124500.00000000003
510,164900.00000000006
511,202665.00000000015
512,129900.00000000012
513,133999.9999999999
514,96500.00000000003
515,402860.9999999999
516,157999.99999999997
517,265000.00000000006
518,210999.99999999994
519,233999.9999999999
520,106249.99999999999
521,150000.00000000006
522,158999.99999999997
523,184750.00000000006
524,315749.9999999999
525,176000.00000000006
526,131999.9999999999
527,446261.0000000001
528,86000.00000000001
529,200624.0000000001
530,175000.00000000012
531,127999.99999999997
532,107500.00000000003
533,39299.99999999996
534,177999.99999999994
535,107500.00000000003
536,188000.00000000012
537,111250.00000000006
538,157999.99999999997
539,271999.9999999999
540,315000.0000000002
541,248000.0000000002
542,213250.00000000012
543,133000.00000000012
544,179664.99999999988
545,229000.00000000006
546,210000.0
547,129500.00000000006
548,124999.9999999999
549,263000.0000000002
550,139999.9999999999
551,112500.00000000004
552,255499.99999999985
553,108000.00000000001
554,284000.00000000023
555,112999.99999999993
556,140999.99999999994
557,108000.00000000001
558,175000.00000000012
559,233999.9999999999
560,121500.00000000007
561,170000.00000000012
562,108000.00000000001
563,185000.00000000006
564,267999.99999999977
565,127999.99999999997
566,324999.9999999999
567,214000.00000000017
568,316600.0000000002
569,135960.00000000006
570,142599.9999999999
571,120000.00000000004
572,224499.99999999985
573,170000.00000000012
574,139000.00000000003
575,118500.00000000009
576,145000.00000000012
577,164500.00000000012
578,145999.99999999997
579,131499.99999999997
580,181899.99999999988
581,253293.00000000017
582,118500.00000000009
583,324999.9999999999
584,133000.00000000012
585,369899.9999999998
586,130000.00000000009
587,136999.9999999999
588,143000.0000000001
589,79500.00000000004
590,185900.00000000012
591,451950.00000000006
592,138000.00000000006
593,139999.9999999999
594,109999.99999999991
595,319000.0
596,114503.99999999991
597,194200.99999999997
598,217499.9999999998
599,151000.00000000006
600,275000.0000000002
601,140999.99999999994
602,219999.99999999983
603,151000.00000000006
604,221000.00000000006
605,205000.0
606,152000.00000000006
607,225000.00000000015
608,359099.9999999999
609,118500.00000000009
610,312999.9999999999
611,148000.00000000015
612,261500.00000000012
613,146999.99999999988
614,75500.00000000006
615,137500.00000000012
616,183199.99999999997
617,105499.99999999993
618,314813.00000000006
619,304999.99999999977
620,67000.0
621,240000.00000000003
622,134999.99999999997
623,168500.0
624,165150.0000000001
625,159999.99999999997
626,139900.0000000001
627,152999.9999999999
628,134999.99999999997
629,168500.0
630,124000.00000000007
631,209499.9999999999
632,82500.00000000001
633,139400.00000000006
634,144000.0
635,199999.99999999997
636,60000.000000000015
637,93000.00000000007
638,84999.99999999996
639,264560.99999999994
640,273999.99999999994
641,225999.9999999998
642,344999.9999999997
643,152000.00000000006
644,370878.00000000006
645,143250.0000000001
646,98299.99999999996
647,155000.00000000012
648,155000.00000000012
649,84499.99999999994
650,205950.00000000012
651,108000.00000000001
652,191000.00000000015
653,134999.99999999997
654,349999.9999999997
655,87999.99999999996
656,145500.0000000001
657,149000.0
658,97500.0
659,167000.0000000001
660,197900.0000000001
661,402000.0000000001
662,109999.99999999991
663,137500.00000000012
664,423000.0
665,230500.0
666,129000.0000000001
667,193499.99999999985
668,167999.9999999999
669,137500.00000000012
670,173499.99999999985
671,103600.0
672,165000.00000000015
673,257500.00000000006
674,139999.9999999999
675,148499.99999999988
676,86999.99999999994
677,109499.99999999991
678,372499.9999999998
679,128500.00000000004
680,143000.0000000001
681,159433.99999999988
682,172999.9999999999
683,284999.99999999994
684,221000.00000000006
685,207500.0000000001
686,227875.0
687,148800.00000000003
688,392000.0
689,194699.99999999983
690,140999.99999999994
691,755000.0000000005
692,334999.9999999998
693,108480.00000000001
694,141500.0000000001
695,176000.00000000006
696,89000.00000000004
697,123500.0
698,138499.9999999999
699,196000.0000000001
700,312500.00000000023
701,139999.9999999999
702,361918.99999999977
703,139999.9999999999
704,213000.00000000015
705,55000.00000000004
706,302000.00000000006
707,254000.0000000002
708,179540.0
709,109900.00000000003
710,52000.000000000044
711,102775.99999999994
712,188999.99999999988
713,129000.0000000001
714,130499.99999999996
715,165000.00000000015
716,159499.9999999999
717,156999.99999999994
718,341000.0000000002
719,128500.00000000004
720,275000.0000000002
721,143000.0000000001
722,124500.00000000003
723,134999.99999999997
724,320000.00000000006
725,120499.99999999996
726,221999.99999999983
727,194500.0
728,109999.99999999991
729,103000.00000000001
730,236499.99999999983
731,187500.0
732,222499.99999999988
733,131399.99999999997
734,108000.00000000001
735,162999.99999999988
736,93500.00000000009
737,239900.0000000001
738,178999.99999999994
739,189999.9999999999
740,131999.9999999999
741,142000.0
742,178999.99999999994
743,175000.00000000012
744,180000.00000000003
745,299800.0000000001
746,235999.9999999999
747,265978.9999999998
748,260400.00000000003
749,98000.00000000003
750,96500.00000000003
751,162000.00000000012
752,217000.00000000012
753,275500.0
754,156000.0
755,172499.99999999985
756,212000.00000000017
757,158899.9999999999
758,179399.99999999994
759,289999.9999999999
760,127500.00000000001
761,100000.00000000004
762,215199.99999999983
763,337000.0
764,270000.00000000006
765,264132.00000000023
766,196499.99999999997
767,159999.99999999997
768,216837.00000000006
769,537999.9999999998
770,134899.99999999988
771,102000.00000000001
772,107000.00000000003
773,114499.99999999991
774,395000.00000000035
775,162000.00000000012
776,221500.0000000002
777,142500.00000000012
778,144000.0
779,134999.99999999997
780,176000.00000000006
781,175900.0000000001
782,187100.00000000006
783,165499.99999999988
784,127999.99999999997
785,161499.99999999985
786,139000.00000000003
787,233000.0000000001
788,107899.9999999999
789,187500.0
790,160200.00000000003
791,146800.0000000001
792,269789.9999999998
793,225000.00000000015
794,194500.0
795,171000.00000000012
796,143500.0000000001
797,109999.99999999991
798,484999.99999999965
799,175000.00000000012
800,199999.99999999997
801,109900.00000000003
802,188999.99999999988
803,582932.9999999995
804,118000.00000000009
805,227679.99999999994
806,135500.00000000003
807,223500.0
808,159950.00000000006
809,106000.00000000001
810,181000.00000000006
811,144499.99999999994
812,55992.99999999998
813,157899.9999999999
814,116000.0000000001
815,224900.00000000012
816,136999.9999999999
817,271000.0000000002
818,155000.00000000012
819,224000.0
820,183000.00000000012
821,93000.00000000007
822,225000.00000000015
823,139499.9999999999
824,232599.9999999998
825,385000.00000000023
826,109499.99999999991
827,188999.99999999988
828,185000.00000000006
829,147399.99999999988
830,166000.00000000003
831,151000.00000000006
832,237000.00000000003
833,167000.0000000001
834,139950.0000000001
835,127999.99999999997
836,153500.0
837,100000.00000000004
838,144000.0
839,130499.99999999996
840,139999.9999999999
841,157500.00000000006
842,174900.00000000006
843,140999.99999999994
844,153899.99999999988
845,171000.00000000012
846,213000.00000000015
847,133500.00000000003
848,240000.00000000003
849,187000.00000000012
850,131499.99999999997
851,215000.0
852,163999.99999999988
853,157999.99999999997
854,170000.00000000012
855,126999.99999999991
856,146999.99999999988
857,173999.99999999997
858,152000.00000000006
859,249999.9999999998
860,189950.00000000015
861,131499.99999999997
862,152000.00000000006
863,132499.9999999999
864,250580.0000000001
865,148499.99999999988
866,248900.00000000003
867,129000.0000000001
868,169000.00000000012
869,235999.9999999999
870,109499.99999999991
871,200499.99999999988
872,116000.0000000001
873,133000.00000000012
874,66500.00000000006
875,303477.0000000001
876,132250.00000000006
877,349999.9999999997
878,148000.00000000015
879,136500.00000000006
880,156999.99999999994
881,187500.0
882,177999.99999999994
883,118500.00000000009
884,100000.00000000004
885,328900.0000000001
886,145000.00000000012
887,135500.00000000003
888,267999.99999999977
889,149500.00000000012
890,122899.99999999996
891,172499.99999999985
892,154500.00000000012
893,165000.00000000015
894,118858.00000000009
895,139999.9999999999
896,106499.99999999996
897,142952.99999999997
898,611657.0000000003
899,134999.99999999997
900,109999.99999999991
901,152999.9999999999
902,180000.00000000003
903,240000.00000000003
904,125500.00000000006
905,127999.99999999997
906,255000.0000000001
907,249999.9999999998
908,130999.99999999997
909,173999.99999999997
910,154299.99999999997
911,143500.0000000001
912,87999.99999999996
913,145000.00000000012
914,173733.0
915,75000.00000000004
916,35311.00000000002
917,134999.99999999997
918,238000.0
919,176500.00000000015
920,200999.99999999997
921,145899.99999999994
922,169990.00000000006
923,192999.99999999985
924,207500.0000000001
925,175000.00000000012
926,284999.99999999994
927,176000.00000000006
928,236499.99999999983
929,221999.99999999983
930,200999.99999999997
931,117499.99999999996
932,320000.00000000006
933,189999.9999999999
934,242000.00000000017
935,79899.99999999997
936,184899.99999999997
937,253000.0000000001
938,239799.0000000001
939,244400.00000000017
940,150900.00000000003
941,214000.00000000017
942,150000.00000000006
943,143000.0000000001
944,137500.00000000012
945,124899.99999999993
946,143000.0000000001
947,270000.00000000006
948,192499.99999999997
949,197500.0
950,129000.0000000001
951,119899.9999999999
952,133899.99999999997
953,171999.99999999988
954,127500.00000000001
955,145000.00000000012
956,124000.00000000007
957,131999.9999999999
958,185000.00000000006
959,155000.00000000012
960,116499.99999999991
961,271999.9999999999
962,155000.00000000012
963,239000.00000000003
964,214899.99999999983
965,178899.9999999999
966,159999.99999999997
967,134999.99999999997
968,37900.000000000015
969,139999.9999999999
970,134999.99999999997
971,172999.9999999999
972,99500.00000000001
973,182000.00000000003
974,167499.99999999997
975,165000.00000000015
976,85500.00000000006
977,199899.99999999997
978,109999.99999999991
979,139000.00000000003
980,178400.00000000006
981,336000.00000000006
982,159894.9999999999
983,255900.00000000006
984,125999.99999999993
985,124999.9999999999
986,116999.99999999991
987,395191.9999999999
988,195000.00000000006
989,197000.00000000015
990,348000.0000000002
991,167999.9999999999
992,187000.00000000012
993,173900.00000000015
994,337500.00000000006
995,121599.99999999999
996,136500.00000000006
997,185000.00000000006
998,91000.00000000009
999,205999.99999999988
1000,82000.0
1001,86000.00000000001
1002,231999.99999999997
1003,136905.00000000006
1004,181000.00000000006
1005,149900.0
1006,163499.99999999988
1007,87999.99999999996
1008,240000.00000000003
1009,102000.00000000001
1010,134999.99999999997
1011,100000.00000000004
1012,165000.00000000015
1013,84999.99999999996
1014,119200.00000000007
1015,227000.0
1016,202999.9999999999
1017,187500.0
1018,159999.99999999997
1019,213490.00000000003
1020,176000.00000000006
1021,194000.00000000006
1022,86999.99999999994
1023,191000.00000000015
1024,287000.0000000001
1025,112500.00000000004
1026,167499.99999999997
1027,293076.99999999994
1028,104999.99999999997
1029,118000.00000000009
1030,159999.99999999997
1031,197000.00000000015
1032,310000.0000000002
1033,230000.0000000001
1034,119749.99999999993
1035,84000.00000000003
1036,315500.00000000023
1037,287000.0000000001
1038,96999.99999999999
1039,80000.0
1040,155000.00000000012
1041,172999.9999999999
1042,196000.0000000001
1043,262280.00000000023
1044,278000.0000000002
1045,139600.0
1046,556581.0000000003
1047,145000.00000000012
1048,114999.99999999991
1049,84900.00000000001
1050,176484.99999999988
1051,200140.99999999983
1052,165000.00000000015
1053,144499.99999999994
1054,255000.0000000001
1055,180000.00000000003
1056,185850.0
1057,248000.0000000002
1058,334999.9999999998
1059,219999.99999999983
1060,213499.99999999994
1061,81000.00000000007
1062,90000.00000000001
1063,110500.00000000001
1064,153999.99999999988
1065,328000.0000000002
1066,177999.99999999994
1067,167900.00000000003
1068,151399.99999999988
1069,134999.99999999997
1070,134999.99999999997
1071,153999.99999999988
1072,91500.00000000007
1073,159499.9999999999
1074,194000.00000000006
1075,219500.00000000012
1076,170000.00000000012
1077,138799.99999999997
1078,155900.00000000012
1079,125999.99999999993
1080,145000.00000000012
1081,133000.00000000012
1082,191999.99999999997
1083,159999.99999999997
1084,187500.0
1085,146999.99999999988
1086,83500.00000000001
1087,252000.0000000001
1088,137500.00000000012
1089,197000.00000000015
1090,92900.00000000006
1091,159999.99999999997
1092,136500.00000000006
1093,145999.99999999997
1094,129000.0000000001
1095,176432.00000000015
1096,126999.99999999991
1097,170000.00000000012
1098,127999.99999999997
1099,156999.99999999994
1100,60000.000000000015
1101,119500.00000000009
1102,134999.99999999997
1103,159499.9999999999
1104,106000.00000000001
1105,324999.9999999999
1106,179900.00000000006
1107,274724.9999999999
1108,181000.00000000006
1109,280000.0
1110,188000.00000000012
1111,205000.0
1112,129900.00000000012
1113,134500.00000000006
1114,116999.99999999991
1115,318000.0
1116,184099.99999999988
1117,130000.00000000009
1118,139999.9999999999
1119,133700.0000000001
1120,118399.99999999999
1121,212899.9999999999
1122,112000.00000000004
1123,118000.00000000009
1124,163899.9999999999
1125,114999.99999999991
1126,173999.99999999997
1127,259000.0
1128,215000.0
1129,139999.9999999999
1130,134999.99999999997
1131,93500.00000000009
1132,117499.99999999996
1133,239499.99999999983
1134,169000.00000000012
1135,102000.00000000001
1136,118999.99999999993
1137,93999.99999999997
1138,196000.0000000001
1139,144000.0
1140,139000.00000000003
1141,197500.0
1142,424870.0
1143,80000.0
1144,80000.0
1145,149000.0
1146,180000.00000000003
1147,174499.99999999994
1148,116900.00000000004
1149,143000.0000000001
1150,124000.00000000007
1151,149900.0
1152,230000.0000000001
1153,120499.99999999996
1154,201799.99999999988
1155,217999.99999999988
1156,179900.00000000006
1157,230000.0000000001
1158,235128.0
1159,185000.00000000006
1160,145999.99999999997
1161,224000.0
1162,129000.0000000001
1163,108959.00000000003
1164,194000.00000000006
1165,233169.99999999983
1166,245349.99999999985
1167,172999.9999999999
1168,235000.0
1169,625000.0000000002
1170,171000.00000000012
1171,162999.99999999988
1172,171900.00000000003
1173,200499.99999999988
1174,239000.00000000003
1175,284999.99999999994
1176,119500.00000000009
1177,114999.99999999991
1178,154900.00000000003
1179,93000.00000000007
1180,249999.9999999998
1181,392500.0
1182,744999.9999999997
1183,120000.00000000004
1184,186699.99999999983
1185,104900.00000000007
1186,95000.00000000001
1187,261999.99999999994
1188,195000.00000000006
1189,188999.99999999988
1190,167999.9999999999
1191,173999.99999999997
1192,124999.9999999999
1193,165000.00000000015
1194,157999.99999999997
1195,176000.00000000006
1196,219209.9999999999
1197,144000.0
1198,177999.99999999994
1199,148000.00000000015
1200,116050.00000000009
1201,197900.0000000001
1202,116999.99999999991
1203,213000.00000000015
1204,153500.0
1205,271899.9999999998
1206,107000.00000000003
1207,199999.99999999997
1208,139999.9999999999
1209,289999.9999999999
1210,188999.99999999988
1211,163999.99999999988
1212,112999.99999999993
1213,145000.00000000012
1214,134500.00000000006
1215,124999.9999999999
1216,112000.00000000004
1217,229456.00000000003
1218,80500.00000000001
1219,91500.00000000007
1220,114999.99999999991
1221,133999.9999999999
1222,143000.0000000001
1223,137900.0000000001
1224,184000.00000000015
1225,145000.00000000012
1226,214000.00000000017
1227,146999.99999999988
1228,367293.9999999998
1229,126999.99999999991
1230,189999.9999999999
1231,132499.9999999999
1232,101800.00000000003
1233,142000.0
1234,130000.00000000009
1235,138887.0
1236,175500.0
1237,195000.00000000006
1238,142500.00000000012
1239,265900.0000000002
1240,224900.00000000012
1241,248327.99999999985
1242,170000.00000000012
1243,465000.00000000023
1244,230000.0000000001
1245,177999.99999999994
1246,186500.0000000001
1247,169900.00000000003
1248,129500.00000000006
1249,118999.99999999993
1250,244000.00000000003
1251,171749.99999999994
1252,130000.00000000009
1253,294000.0000000001
1254,165399.99999999988
1255,127500.00000000001
1256,301500.0000000002
1257,99899.99999999996
1258,189999.9999999999
1259,151000.00000000006
1260,181000.00000000006
1261,128900.00000000003
1262,161499.99999999985
1263,180500.0
1264,181000.00000000006
1265,183900.00000000012
1266,122000.00000000003
1267,378499.99999999965
1268,380999.99999999977
1269,144000.0
1270,259999.9999999998
1271,185750.0
1272,136999.9999999999
1273,177000.00000000006
1274,139000.00000000003
1275,136999.9999999999
1276,162000.00000000012
1277,197900.0000000001
1278,237000.00000000003
1279,68399.99999999997
1280,227000.0
1281,180000.00000000003
1282,150499.99999999988
1283,139000.00000000003
1284,169000.00000000012
1285,132499.9999999999
1286,143000.0000000001
1287,189999.9999999999
1288,278000.0000000002
1289,281000.0000000001
1290,180500.0
1291,119500.00000000009
1292,107500.00000000003
1293,162900.0000000001
1294,114999.99999999991
1295,138499.9999999999
1296,155000.00000000012
1297,139999.9999999999
1298,159999.99999999997
1299,153999.99999999988
1300,225000.00000000015
1301,177500.00000000015
1302,289999.9999999999
1303,231999.99999999997
1304,130000.00000000009
1305,324999.9999999999
1306,202500.00000000012
1307,138000.00000000006
1308,146999.99999999988
1309,179200.0000000001
1310,334999.9999999998
1311,202999.9999999999
1312,302000.00000000006
1313,333167.9999999997
1314,118999.99999999993
1315,206899.99999999983
1316,295492.9999999999
1317,208900.00000000017
1318,275000.0000000002
1319,111000.00000000004
1320,156499.99999999985
1321,72500.0
1322,189999.9999999999
1323,82500.00000000001
1324,146999.99999999988
1325,55000.00000000004
1326,79000.00000000006
1327,130499.99999999996
1328,255999.99999999985
1329,176500.00000000015
1330,227000.0
1331,132499.9999999999
1332,100000.00000000004
1333,125500.00000000006
1334,124999.9999999999
1335,167900.00000000003
1336,134999.99999999997
1337,52499.99999999997
1338,199999.99999999997
1339,128500.00000000004
1340,123000.00000000009
1341,155000.00000000012
1342,228500.00000000003
1343,177000.00000000006
1344,155835.0
1345,108499.99999999999
1346,262500.00000000023
1347,283463.0
1348,215000.0
1349,122000.00000000003
1350,199999.99999999997
1351,171000.00000000012
1352,134899.99999999988
1353,409999.9999999997
1354,235000.0
1355,170000.00000000012
1356,109999.99999999991
1357,149900.0
1358,177500.00000000015
1359,315000.0000000002
1360,188999.99999999988
1361,259999.9999999998
1362,104900.00000000007
1363,156932.00000000006
1364,144151.9999999999
1365,215999.99999999985
1366,192999.99999999985
1367,126999.99999999991
1368,144000.0
1369,231999.99999999997
1370,104999.99999999997
1371,165499.99999999988
1372,274299.9999999999
1373,466499.99999999965
1374,249999.9999999998
1375,239000.00000000003
1376,91000.00000000009
1377,116999.99999999991
1378,83000.0
1379,167499.99999999997
1380,58499.99999999996
1381,237499.99999999983
1382,156999.99999999994
1383,112000.00000000004
1384,104999.99999999997
1385,125500.00000000006
1386,249999.9999999998
1387,135999.99999999997
1388,377500.0000000002
1389,130999.99999999997
1390,235000.0
1391,124000.00000000007
1392,123000.00000000009
1393,162999.99999999988
1394,246577.99999999994
1395,281213.0000000002
1396,159999.99999999997
1397,137500.00000000012
1398,138000.00000000006
